1,-1.8319199
2,-1.8319199
3,-1.8319199
4,-1.730678
5,3.056939
6,1.7514923
7,37.749195
8,30.578133
9,0.7778175
10,0.05958879
11,4.3263435
12,4.7015734
13,3.134668
14,25.123852
15,-1.8319199
16,5.468935
17,5.8167944
18,1.7514923
19,-1.8319199
20,-1.8319199
21,13.524996
22,26.742361
23,3.012903
24,1.8002641
25,2.5344245
26,3.8371785
27,8.684104
28,3.639651
29,2.3533952
30,1.924092
31,6.530794
32,0.5295286
33,-1.8319199
34,-1.8319199
35,5.547368
36,11.521792
37,-1.8319199
38,-1.8319199
39,-1.8319199
40,-1.8319199
41,5.06079
42,2.7631452
43,0.8674276
44,4.9627028
45,-1.8319199
46,-1.8319199
47,2.9124463
48,0.8214116
49,2.4693258
50,29.68689
51,4.3712807
52,5.3829746
53,1.2263286
54,1.8427527
55,4.869173
56,1.8330588
57,0.018935204
58,-1.8319199
59,1.7514923
60,1.7514923
61,-0.6807971
62,4.9120893
63,-1.2776198
64,-1.8319199
65,-1.8319199
66,-1.8319199
67,4.4130144
68,8.1832905
69,1.2175958
70,-1.8319199
71,1.8486121
72,2.6093786
73,1.7514923
74,23.49026
75,0.96922326
76,1.6665428
77,9.266267
78,1.2110374
79,-1.8319199
80,-1.0389225
81,-0.8093953
82,1.6340969
83,24.98504
84,4.599288
85,6.610894
86,-0.46688426
87,-1.8319199
88,-1.8319199
89,-1.8319199
90,4.3852625
91,9.601282
92,8.805613
93,1.7514923
94,3.8031976
95,1.7514923
96,4.943451
97,3.9369166
98,6.604987
99,1.490454
100,-1.707861
101,-0.13707042
102,-1.8319199
103,-1.8319199
104,7.3355
105,18.690306
106,7.8095894
107,5.487467
108,-1.8319199
109,-0.90598077
110,-1.8319199
111,1.7514923
112,1.7514923
113,2.180319
114,5.5581236
115,3.053445
116,5.818986
117,-1.8319199
118,-1.8319199
119,9.034118
120,1.3885365
121,1.7514923
122,1.7514923
123,28.023617
124,10.839402
125,1.0268884
126,1.4483013
127,-1.7689248
128,-1.8319199
129,11.580951
130,2.1003125
131,3.0453737
132,0.59992576
133,-1.8319199
134,-1.8319199
135,6.8813047
136,13.341313
137,7.4206486
138,0.80093074
139,-0.5864706
140,10.817295
141,15.43868
142,0.59832907
143,-0.053153396
144,0.39315152
145,0.5041573
146,2.1988118
147,3.0453594
148,-1.8319199
149,-1.245111
150,5.0642004
151,0.47912169
152,-1.8319199
153,-1.8319199
154,1.7514923
155,1.7514923
156,1.7514923
157,-0.9203769
158,4.3712807
159,5.3829746
160,1.7514923
161,-0.5861548
162,1.6364272
163,1.7514923
164,-1.8319199
165,-1.8319199
166,1.4455435
167,2.0218897
168,-1.8319199
169,9.531848
170,1.7514923
171,1.7514923
172,1.7514923
173,0.68983173
174,0.8486886
175,-1.2286756
176,-1.8319199
177,-1.5725782
178,-1.8319199
179,0.7509353
180,-1.5957545
181,-0.7093359
182,1.1473815
183,16.531658
184,12.7290945
185,15.4864
186,1.0546188
187,1.7180698
188,4.9440565
189,2.4065812
190,2.6222255
191,2.3085124
192,0.4085772
193,-1.3561995
194,6.416643
195,15.458425
196,2.041827
197,2.6390955
198,5.307948
199,5.5909977
200,-1.8319199
201,-1.451443
202,-1.8319199
203,1.7514923
204,-1.8319199
205,1.0462067
206,11.2769375
207,11.224143
208,4.932357
209,2.6188767
210,0.9343786
211,13.446946
212,6.339164
213,0.22235107
214,1.5347626
215,1.7514923
216,-1.8319199
217,-1.8319199
218,13.423016
219,2.5798795
220,-0.3912753
221,3.09852
222,1.1907113
223,4.396452
224,0.5023918
225,16.867998
226,3.2438958
227,2.8962247
228,-1.8319199
229,-1.8319199
230,1.2156103
231,2.9591134
232,-1.8319199
233,-1.8319199
