1,42.25
2,42.25
3,45.125
4,45.25
5,41.75
6,42.0
7,44.0
8,44.0
9,44.125
10,43.5
11,43.625
12,43.875
13,44.25
14,43.875
15,44.375
16,44.125
17,43.25
18,42.25
19,43.125
20,43.375
21,42.5
22,42.5
23,43.125
24,43.375
25,43.25
26,43.5
27,41.625
28,41.875
29,44.375
30,44.25
31,45.125
32,45.25
33,43.125
34,43.125
35,44.875
36,45.0
37,41.5
38,41.25
39,40.5
40,40.375
41,42.75
42,42.75
43,44.125
44,43.875
45,41.0
46,40.875
47,41.75
48,42.125
49,43.125
50,43.5
51,43.5
52,43.375
53,43.625
54,43.5
55,42.5
56,42.5
57,43.625
58,43.125
59,43.0
60,42.875
61,42.375
62,42.5
63,43.125
64,43.0
65,42.75
66,42.5
67,44.25
68,44.5
69,43.0
70,42.875
71,40.75
72,40.75
73,41.375
74,41.375
75,42.625
76,42.875
77,43.625
78,44.25
79,40.25
80,40.375
81,43.5
82,42.75
83,43.25
84,42.5
85,43.125
86,44.25
87,44.25
88,40.625
89,40.25
90,42.125
91,42.0
92,40.5
93,40.5
94,42.375
95,42.375
96,42.375
97,42.25
98,40.375
99,39.875
100,42.375
101,42.375
102,43.375
103,43.375
104,44.0
105,43.625
106,43.75
107,44.0
108,45.0
109,45.375
110,43.375
111,42.25
112,41.875
113,43.75
114,43.125
115,45.25
116,45.5
117,41.875
118,42.25
119,43.875
120,43.25
121,42.5
122,42.625
123,43.25
124,43.125
125,43.625
126,43.75
127,40.375
128,40.25
129,39.75
130,39.875
131,43.5
132,43.5
133,43.75
134,43.5
135,44.25
136,43.875
137,44.0
138,44.625
139,44.5
140,41.5
141,41.75
142,42.0
143,41.75
144,42.875
145,42.5
146,44.125
147,43.5
148,47.0
149,46.875
150,41.0
151,40.875
152,42.375
153,42.25
154,42.5
155,42.625
156,42.25
157,42.125
158,43.5
159,43.375
160,43.25
161,43.375
162,41.875
163,42.125
164,40.875
165,41.125
166,45.875
167,45.625
168,42.375
169,43.125
170,40.5
171,40.25
172,41.5
173,41.5
174,42.375
175,42.625
176,45.625
177,44.625
178,44.125
179,44.0
180,44.0
181,44.25
182,43.875
183,43.375
184,43.125
185,43.5
186,42.625
187,42.875
188,43.625
189,43.75
190,43.625
191,43.875
192,44.875
193,44.875
194,43.125
195,43.125
196,42.875
197,43.25
198,43.5
199,43.5
200,43.375
201,43.5
202,42.0
203,41.75
204,44.75
205,44.75
206,43.25
207,43.5
208,44.75
209,44.5
210,42.25
211,42.25
212,43.125
213,43.5
214,42.125
215,42.125
216,43.75
217,44.0
218,43.125
219,43.0
220,44.0
221,44.0
222,44.5
223,42.625
224,42.125
225,41.875
226,43.75
227,43.875
228,41.375
229,41.75
230,45.875
231,46.0
232,42.375
233,42.25
234,43.125
235,43.125
236,43.375
237,43.75
238,43.375
239,43.5
240,41.375
241,41.375
242,43.0
243,43.875
244,44.75
245,45.25
246,44.25
247,44.0
248,41.0
249,41.625
250,41.625
251,41.5
252,40.875
253,41.0
254,40.375
255,40.375
256,43.125
257,42.75
258,43.375
259,43.25
260,43.25
261,43.5
262,43.0
263,42.875
264,41.375
265,41.625
266,44.0
267,43.625
268,44.875
269,44.5
270,44.125
271,44.625
272,44.5
273,41.625
274,41.25
275,44.125
276,44.375
277,41.875
278,42.25
279,40.625
280,40.5
281,43.125
282,43.625
283,41.875
284,41.5
285,42.75
286,43.125
287,43.5
288,43.5
289,45.25
290,45.25
291,41.5
292,41.75
293,41.375
294,41.25
295,41.0
296,40.875
297,40.625
298,40.75
299,43.625
300,43.75
301,42.625
302,42.375
303,43.75
304,44.0
305,42.625
306,42.625
307,44.75
308,44.375
309,42.75
310,42.75
311,42.75
312,42.875
313,43.0
314,43.0
315,42.0
316,41.875
317,40.75
318,40.875
319,44.0
320,43.75
321,45.0
322,44.5
323,43.0
324,43.25
325,41.375
326,41.5
327,42.0
328,42.5
329,44.875
330,44.75
331,43.5
332,43.125
333,41.875
334,41.875
335,43.75
336,43.875
337,44.125
338,45.0
339,43.625
340,43.375
341,43.25
342,43.625
343,42.5
344,42.5
345,40.75
346,40.5
347,41.5
348,40.875
349,43.5
350,45.25
351,44.875
352,42.375
353,41.875
354,43.5
355,43.875
356,41.375
357,41.5
358,44.125
359,44.25
360,44.25
361,43.75
362,43.75
363,40.875
364,41.5
365,42.5
366,42.375
367,43.875
368,44.125
369,43.5
370,43.875
371,44.25
372,44.125
373,43.375
374,44.125
375,45.0
376,44.5
377,44.25
378,43.25
379,43.125
380,42.0
381,42.125
382,42.875
383,42.875
384,42.25
385,42.5
386,44.625
387,44.5
388,44.75
389,41.875
390,41.75
391,43.5
392,43.375
393,41.75
394,41.875
395,43.375
396,43.625
397,40.875
398,40.875
399,41.25
400,41.0
401,41.25
402,41.375
403,44.125
404,43.875
405,43.375
406,42.75
407,41.25
408,41.25
409,43.375
410,43.75
411,42.75
412,42.75
413,44.25
414,44.5
415,43.875
416,44.0
417,43.625
418,43.25
419,43.375
420,43.375
421,43.5
422,39.25
423,39.375
424,45.875
425,43.625
426,43.125
427,43.125
428,43.375
429,43.375
430,44.375
431,44.5
432,43.375
433,43.0
434,43.5
435,43.125
436,44.5
437,44.375
438,42.625
439,42.875
440,41.375
441,41.5
442,39.875
443,40.25
444,44.0
445,44.0
446,42.5
447,42.5
448,42.125
449,42.125
